cliente,servico,review,sentimento_modelo,sentimento
Cliente_133,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_070,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_154,Internet,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_118,Nuvem,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_068,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_019,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_020,Streaming,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_113,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_140,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_047,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_001,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_090,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_142,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_064,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_038,Internet,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_037,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_126,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_139,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_100,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_077,Nuvem,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_003,TV,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_161,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_134,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_178,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_010,Fibra Óptica,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_005,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_151,Internet,Equipe super preparada e educada.,5 stars,Positivo
Cliente_138,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_172,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_130,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_013,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_168,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_130,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_084,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_065,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_063,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_101,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_073,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_017,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_009,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_143,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_152,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_038,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_163,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_094,Streaming,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_095,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_049,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_069,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_062,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_188,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_178,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_078,Internet,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_117,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_120,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_137,Streaming,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_162,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_076,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_035,Streaming,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_001,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_040,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_064,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_150,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_060,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_064,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_093,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_072,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_011,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_105,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_014,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_060,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_030,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_035,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_165,Nuvem,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_005,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_083,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_123,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_078,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_154,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_062,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_132,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_089,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_042,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_089,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_146,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_040,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_072,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_039,Telefone,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_104,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_014,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_032,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_179,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_125,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_166,TV,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_097,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_023,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_063,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_143,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_153,Streaming,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_145,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_194,TV,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_053,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_104,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_104,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_179,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_039,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_179,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_198,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_134,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_067,Fibra Óptica,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_135,Streaming,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_179,Streaming,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_200,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_042,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_192,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_015,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_111,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_157,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_033,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_155,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_164,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_157,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_038,TV,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_185,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_097,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_155,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_183,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_033,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_196,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_086,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_066,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_010,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_005,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_123,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_074,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_097,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_118,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_038,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_141,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_159,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_047,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_109,Fibra Óptica,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_180,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_184,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_015,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_157,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_136,TV,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_005,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_157,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_047,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_068,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_076,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_173,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_130,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_155,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_095,Streaming,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_115,Nuvem,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_164,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_036,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_026,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_043,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_027,Telefone,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_069,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_148,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_011,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_074,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_104,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_038,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_134,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_200,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_023,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_047,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_090,Internet,Equipe super preparada e educada.,5 stars,Positivo
Cliente_046,TV,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_107,Telefone,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_140,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_141,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_104,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_190,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_111,Telefone,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_104,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_060,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_171,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_100,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_068,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_133,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_120,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_037,TV,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_072,Nuvem,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_127,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_106,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_092,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_031,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_122,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_137,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_051,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_029,Telefone,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_040,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_041,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_011,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_151,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_001,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_046,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_101,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_149,TV,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_090,Nuvem,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_110,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_164,Telefone,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_182,Internet,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_057,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_001,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_063,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_182,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_055,Nuvem,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_115,TV,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_168,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_143,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_149,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_175,Internet,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_053,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_137,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_180,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_057,Fibra Óptica,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_117,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_154,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_169,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_035,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_063,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_025,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_090,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_075,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_038,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_130,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_135,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_162,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_091,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_017,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_128,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_171,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_187,Streaming,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_108,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_179,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_182,Internet,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_152,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_025,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_199,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_180,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_198,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_088,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_161,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
