cliente,servico,review
Cliente_162,Internet,"Resolveu meu problema na hora, parabéns!"
Cliente_154,Fibra Óptica,Não resolve meu problema nunca.
Cliente_126,Internet,"Serviço comum, nem bom nem ruim."
Cliente_133,TV,Nunca consigo falar com o suporte.
Cliente_189,Telefone,Estou muito insatisfeito com o serviço.
Cliente_009,Streaming,Estou gostando bastante do serviço.
Cliente_116,Telefone,"O sinal cai toda hora, não gosto."
Cliente_178,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_134,Telefone,Atendimento demorado e ineficiente.
Cliente_060,Nuvem,O atendimento poderia ser melhor.
Cliente_172,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_121,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_139,TV,"Fui muito bem atendido, recomendo!"
Cliente_194,Internet,Atendimento rápido e eficiente.
Cliente_175,Internet,Atendimento rápido e eficiente.
Cliente_108,Telefone,Atendimento rápido e eficiente.
Cliente_108,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_131,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_076,Streaming,Estou gostando bastante do serviço.
Cliente_030,Streaming,Atendimento cordial e sem enrolação.
Cliente_021,Internet,Equipe super preparada e educada.
Cliente_156,Telefone,O atendimento poderia ser melhor.
Cliente_190,Telefone,"Muito lento, sempre com problemas."
Cliente_161,TV,Funciona na maior parte do tempo.
Cliente_163,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_180,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_034,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_041,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_051,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_175,TV,Péssimo! Nunca mais contrato.
Cliente_082,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_058,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_075,Streaming,Não resolve meu problema nunca.
Cliente_185,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_023,Internet,O atendimento poderia ser melhor.
Cliente_176,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_128,TV,Estou muito insatisfeito com o serviço.
Cliente_150,Nuvem,Péssimo! Nunca mais contrato.
Cliente_017,Internet,Poderiam oferecer mais opções.
Cliente_069,TV,"Serviço comum, nem bom nem ruim."
Cliente_108,TV,Nunca consigo falar com o suporte.
Cliente_139,Telefone,Atendimento rápido e eficiente.
Cliente_094,Nuvem,Péssimo suporte ao cliente.
Cliente_015,Nuvem,Péssimo suporte ao cliente.
Cliente_091,Telefone,Equipe super preparada e educada.
Cliente_163,Streaming,O app poderia ser mais rápido.
Cliente_033,Internet,"Fui muito bem atendido, recomendo!"
Cliente_125,Nuvem,O atendimento poderia ser melhor.
Cliente_016,Telefone,Nunca consigo falar com o suporte.
Cliente_162,TV,"Fui muito bem atendido, recomendo!"
Cliente_066,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_168,Telefone,"Serviço comum, nem bom nem ruim."
Cliente_156,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_047,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_167,Internet,"Nada a reclamar, tudo dentro do esperado."
Cliente_198,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_148,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_124,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_001,TV,Equipe super preparada e educada.
Cliente_200,TV,"Muito lento, sempre com problemas."
Cliente_087,TV,Nunca consigo falar com o suporte.
Cliente_128,TV,Funciona na maior parte do tempo.
Cliente_191,Telefone,Ainda estou avaliando o serviço.
Cliente_067,TV,"Nada a reclamar, tudo dentro do esperado."
Cliente_004,TV,Funciona na maior parte do tempo.
Cliente_186,Telefone,Péssimo! Nunca mais contrato.
Cliente_153,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_047,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_038,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_143,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_191,Streaming,Não resolve meu problema nunca.
Cliente_021,Internet,Estou muito insatisfeito com o serviço.
Cliente_057,Internet,"Muito lento, sempre com problemas."
Cliente_117,Internet,Funciona na maior parte do tempo.
Cliente_181,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_046,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_142,Internet,Atendimento demorado e ineficiente.
Cliente_145,Nuvem,O app poderia ser mais rápido.
Cliente_039,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_137,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_099,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_077,TV,O atendimento poderia ser melhor.
Cliente_115,Nuvem,Estou gostando bastante do serviço.
Cliente_134,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_151,Telefone,Estou muito insatisfeito com o serviço.
Cliente_187,Nuvem,Atendimento rápido e eficiente.
Cliente_091,Nuvem,Nunca consigo falar com o suporte.
Cliente_098,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado."
Cliente_120,Telefone,"Cobrança correta, sem surpresas."
Cliente_046,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_038,Internet,"Fui muito bem atendido, recomendo!"
Cliente_142,Streaming,"Experiência comum, igual a outras empresas."
Cliente_100,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_072,Nuvem,Péssimo suporte ao cliente.
Cliente_190,Telefone,Nunca consigo falar com o suporte.
Cliente_035,Telefone,"Muito lento, sempre com problemas."
Cliente_147,Streaming,Ainda estou avaliando o serviço.
Cliente_030,Telefone,"Experiência comum, igual a outras empresas."
Cliente_078,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_084,TV,"Ótimo serviço, estou muito satisfeito."
Cliente_113,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_025,TV,O atendimento poderia ser melhor.
Cliente_168,TV,"O sinal cai toda hora, não gosto."
Cliente_088,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_014,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_154,TV,"O sinal cai toda hora, não gosto."
Cliente_102,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_150,Telefone,Estou gostando bastante do serviço.
Cliente_176,TV,Atendimento rápido e eficiente.
Cliente_083,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_110,Streaming,Estou gostando bastante do serviço.
Cliente_179,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_131,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente."
Cliente_170,TV,Equipe super preparada e educada.
Cliente_019,Nuvem,"Muito lento, sempre com problemas."
Cliente_028,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_173,Telefone,Equipe super preparada e educada.
Cliente_071,Nuvem,"Cobrança correta, sem surpresas."
Cliente_063,Telefone,Péssimo! Nunca mais contrato.
Cliente_073,TV,O atendimento poderia ser melhor.
Cliente_124,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_119,TV,"Serviço comum, nem bom nem ruim."
Cliente_121,Nuvem,Poderiam oferecer mais opções.
Cliente_019,Internet,"O sinal cai toda hora, não gosto."
Cliente_175,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_142,TV,Estou muito insatisfeito com o serviço.
Cliente_120,Streaming,Poderiam oferecer mais opções.
Cliente_166,Nuvem,O app poderia ser mais rápido.
Cliente_181,Streaming,Atendimento cordial e sem enrolação.
Cliente_061,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_164,TV,Funciona na maior parte do tempo.
Cliente_168,TV,"Fui muito bem atendido, recomendo!"
Cliente_030,Internet,O app poderia ser mais rápido.
Cliente_009,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_064,Telefone,Péssimo suporte ao cliente.
Cliente_161,Nuvem,Atendimento cordial e sem enrolação.
Cliente_120,TV,Atendimento rápido e eficiente.
Cliente_052,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_089,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_142,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_053,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_187,Telefone,"Serviço comum, nem bom nem ruim."
Cliente_078,Internet,Estou muito insatisfeito com o serviço.
Cliente_041,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_196,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_068,Internet,Péssimo suporte ao cliente.
Cliente_008,Nuvem,O app poderia ser mais rápido.
Cliente_002,Telefone,"Cobrança correta, sem surpresas."
Cliente_105,TV,"O sinal cai toda hora, não gosto."
Cliente_125,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_110,Telefone,Equipe super preparada e educada.
Cliente_086,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_169,Internet,Estou muito insatisfeito com o serviço.
Cliente_120,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_127,TV,O atendimento poderia ser melhor.
Cliente_183,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_016,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_062,Nuvem,Não resolve meu problema nunca.
Cliente_113,TV,Péssimo suporte ao cliente.
Cliente_176,Internet,Equipe super preparada e educada.
Cliente_158,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_012,Internet,Atendimento rápido e eficiente.
Cliente_035,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_011,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_064,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_050,Internet,"O sinal cai toda hora, não gosto."
Cliente_149,Internet,Funciona na maior parte do tempo.
Cliente_069,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_048,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_020,Streaming,Estou muito insatisfeito com o serviço.
Cliente_101,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_195,TV,"É um serviço ok, cumpre o que promete."
Cliente_172,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_161,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_189,TV,"É um serviço ok, cumpre o que promete."
Cliente_137,Streaming,"Muito lento, sempre com problemas."
Cliente_068,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_035,Nuvem,Péssimo! Nunca mais contrato.
Cliente_065,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_008,Telefone,Atendimento rápido e eficiente.
Cliente_045,Telefone,Atendimento cordial e sem enrolação.
Cliente_087,Streaming,"Muito lento, sempre com problemas."
Cliente_175,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_168,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_076,TV,Atendimento rápido e eficiente.
Cliente_182,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_076,Nuvem,O atendimento poderia ser melhor.
Cliente_174,Streaming,"Muito lento, sempre com problemas."
Cliente_047,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_015,Streaming,"Muito lento, sempre com problemas."
Cliente_105,Internet,Péssimo! Nunca mais contrato.
Cliente_147,Nuvem,Péssimo! Nunca mais contrato.
Cliente_026,Internet,Poderiam oferecer mais opções.
Cliente_052,Streaming,Péssimo suporte ao cliente.
Cliente_093,Telefone,Equipe super preparada e educada.
Cliente_150,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_021,Internet,Péssimo suporte ao cliente.
Cliente_051,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_038,Nuvem,Péssimo! Nunca mais contrato.
Cliente_020,Nuvem,Atendimento rápido e eficiente.
Cliente_157,Nuvem,Péssimo! Nunca mais contrato.
Cliente_179,TV,Equipe super preparada e educada.
Cliente_132,Internet,Funciona na maior parte do tempo.
Cliente_055,Internet,Poderiam oferecer mais opções.
Cliente_199,Nuvem,Poderiam oferecer mais opções.
Cliente_092,Telefone,"Muito lento, sempre com problemas."
Cliente_028,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_004,TV,Atendimento cordial e sem enrolação.
Cliente_150,Streaming,Atendimento rápido e eficiente.
Cliente_076,TV,Péssimo! Nunca mais contrato.
Cliente_173,Telefone,Ainda estou avaliando o serviço.
Cliente_067,Nuvem,Atendimento cordial e sem enrolação.
Cliente_086,Internet,"É um serviço ok, cumpre o que promete."
Cliente_194,Fibra Óptica,"Fui muito bem atendido, recomendo!"
Cliente_162,Nuvem,Péssimo suporte ao cliente.
Cliente_091,Telefone,Estou muito insatisfeito com o serviço.
Cliente_183,Internet,Nunca consigo falar com o suporte.
Cliente_105,TV,Funcionou perfeitamente durante a viagem.
Cliente_001,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_072,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_087,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_166,TV,"Serviço comum, nem bom nem ruim."
Cliente_006,Fibra Óptica,"Ótimo serviço, estou muito satisfeito."
Cliente_153,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_145,Telefone,"Muito lento, sempre com problemas."
Cliente_061,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_012,TV,"Serviço comum, nem bom nem ruim."
Cliente_006,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_027,Internet,Equipe super preparada e educada.
Cliente_136,Nuvem,Nunca consigo falar com o suporte.
Cliente_124,Nuvem,Não resolve meu problema nunca.
Cliente_106,TV,O atendimento poderia ser melhor.
Cliente_193,Streaming,Estou muito insatisfeito com o serviço.
Cliente_185,TV,Funcionou perfeitamente durante a viagem.
Cliente_093,Internet,Nota 10! Melhor experiência que já tive.
Cliente_109,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_099,Telefone,Funciona na maior parte do tempo.
Cliente_168,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_142,Streaming,Não resolve meu problema nunca.
Cliente_035,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_176,Internet,"O sinal cai toda hora, não gosto."
Cliente_084,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_056,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_177,TV,"É um serviço ok, cumpre o que promete."
Cliente_141,Fibra Óptica,Equipe super preparada e educada.
Cliente_189,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_049,TV,"O sinal cai toda hora, não gosto."
Cliente_046,Nuvem,Ainda estou avaliando o serviço.
Cliente_113,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_190,Internet,Estou gostando bastante do serviço.
Cliente_136,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_043,Fibra Óptica,Equipe super preparada e educada.
Cliente_148,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_124,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_097,Nuvem,"Cobrança correta, sem surpresas."
Cliente_090,Internet,Atendimento demorado e ineficiente.
Cliente_039,Nuvem,Atendimento demorado e ineficiente.
Cliente_085,Telefone,"Muito lento, sempre com problemas."
Cliente_177,TV,Atendimento rápido e eficiente.
Cliente_192,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_062,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_106,Internet,"Resolveu meu problema na hora, parabéns!"
Cliente_107,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_054,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_126,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_009,Fibra Óptica,Equipe super preparada e educada.
Cliente_088,Internet,Nota 10! Melhor experiência que já tive.
Cliente_037,Internet,Funcionou perfeitamente durante a viagem.
Cliente_049,Streaming,"Cobrança correta, sem surpresas."
Cliente_041,TV,"Nada a reclamar, tudo dentro do esperado."
Cliente_017,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_088,Fibra Óptica,Equipe super preparada e educada.
Cliente_021,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_051,Fibra Óptica,Equipe super preparada e educada.
Cliente_059,Streaming,Nunca consigo falar com o suporte.
Cliente_167,Telefone,Nunca consigo falar com o suporte.
Cliente_183,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_041,Internet,Atendimento cordial e sem enrolação.
Cliente_039,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_141,Fibra Óptica,O atendimento poderia ser melhor.
Cliente_192,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_011,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_147,Fibra Óptica,Atendimento cordial e sem enrolação.
Cliente_139,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_077,Nuvem,"Muito lento, sempre com problemas."
Cliente_127,Telefone,Nunca consigo falar com o suporte.
Cliente_046,Streaming,Estou gostando bastante do serviço.
Cliente_045,Streaming,Atendimento rápido e eficiente.
Cliente_001,Streaming,Atendimento cordial e sem enrolação.
Cliente_168,TV,Péssimo suporte ao cliente.
Cliente_108,Streaming,Não resolve meu problema nunca.
Cliente_019,Telefone,Atendimento cordial e sem enrolação.
Cliente_076,TV,Estou muito insatisfeito com o serviço.
Cliente_072,Streaming,Nunca consigo falar com o suporte.
Cliente_200,TV,Atendimento demorado e ineficiente.
Cliente_189,Telefone,O app poderia ser mais rápido.
Cliente_109,Streaming,Atendimento cordial e sem enrolação.
Cliente_012,Internet,Equipe super preparada e educada.
Cliente_189,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.
Cliente_161,Telefone,Atendimento cordial e sem enrolação.
Cliente_045,Nuvem,Estou gostando bastante do serviço.
Cliente_090,Nuvem,Equipe super preparada e educada.
Cliente_103,Telefone,Estou muito insatisfeito com o serviço.
Cliente_197,Nuvem,Atendimento rápido e eficiente.
Cliente_008,Telefone,"Experiência comum, igual a outras empresas."
Cliente_153,Internet,"Nada a reclamar, tudo dentro do esperado."
